,Year,Household Income,Household Income MOE,Geography,ID Geography,Census Tract
28,2017,74866,9963.0,"Census Tract 11, Alachua County, FL",14000US12001001100,12001001100
29,2017,31227,4046.0,"Census Tract 8.08, Alachua County, FL",14000US12001000808,12001000808
30,2017,24179,6871.0,"Census Tract 19.02, Alachua County, FL",14000US12001001902,12001001902
31,2017,41009,11642.0,"Census Tract 10, Alachua County, FL",14000US12001001000,12001001000
32,2017,36200,7266.0,"Census Tract 8.09, Alachua County, FL",14000US12001000809,12001000809
33,2017,77578,8799.0,"Census Tract 17.02, Alachua County, FL",14000US12001001702,12001001702
34,2017,21806,16272.000000000002,"Census Tract 9.02, Alachua County, FL",14000US12001000902,12001000902
35,2017,20389,1973.0,"Census Tract 9.01, Alachua County, FL",14000US12001000901,12001000901
36,2017,63662,7205.0,"Census Tract 18.11, Alachua County, FL",14000US12001001811,12001001811
37,2016,26122,5163.0,"Census Tract 6, Alachua County, FL",14000US12001000600,12001000600
38,2016,19264,6251.0,"Census Tract 2, Alachua County, FL",14000US12001000200,12001000200
39,2016,20109,2529.0,"Census Tract 9.01, Alachua County, FL",14000US12001000901,12001000901
40,2016,26588,5704.0,"Census Tract 19.02, Alachua County, FL",14000US12001001902,12001001902
41,2016,40585,15174.0,"Census Tract 10, Alachua County, FL",14000US12001001000,12001001000
42,2016,31146,5313.0,"Census Tract 8.09, Alachua County, FL",14000US12001000809,12001000809
43,2016,69784,16566.0,"Census Tract 17.02, Alachua County, FL",14000US12001001702,12001001702
44,2016,72390,9775.0,"Census Tract 11, Alachua County, FL",14000US12001001100,12001001100
45,2016,31277,5361.0,"Census Tract 8.08, Alachua County, FL",14000US12001000808,12001000808
46,2016,81263,6881.0,"Census Tract 22.04, Alachua County, FL",14000US12001002204,12001002204
47,2016,49384,11161.0,"Census Tract 17.01, Alachua County, FL",14000US12001001701,12001001701
48,2016,64700,11546.0,"Census Tract 12.01, Alachua County, FL",14000US12001001201,12001001201
49,2016,21007,4744.0,"Census Tract 8.06, Alachua County, FL",14000US12001000806,12001000806
50,2016,28547,9422.0,"Census Tract 22.17, Alachua County, FL",14000US12001002217,12001002217
51,2016,56435,10534.0,"Census Tract 12.02, Alachua County, FL",14000US12001001202,12001001202
52,2016,31094,6265.0,"Census Tract 7, Alachua County, FL",14000US12001000700,12001000700
53,2016,28682,8600.0,"Census Tract 16.04, Alachua County, FL",14000US12001001604,12001001604
54,2016,40711,8760.0,"Census Tract 12.03, Alachua County, FL",14000US12001001203,12001001203
55,2016,33182,13725.000000000002,"Census Tract 9.02, Alachua County, FL",14000US12001000902,12001000902
56,2016,25060,5243.0,"Census Tract 22.18, Alachua County, FL",14000US12001002218,12001002218
57,2016,39688,15390.000000000002,"Census Tract 16.03, Alachua County, FL",14000US12001001603,12001001603
58,2016,40595,11296.0,"Census Tract 14, Alachua County, FL",14000US12001001400,12001001400
59,2016,31016,6574.0,"Census Tract 5, Alachua County, FL",14000US12001000500,12001000500
60,2016,38447,6644.0,"Census Tract 22.19, Alachua County, FL",14000US12001002219,12001002219
61,2016,24299,4648.0,"Census Tract 15.21, Alachua County, FL",14000US12001001521,12001001521
62,2016,20139,5610.0,"Census Tract 15.14, Alachua County, FL",14000US12001001514,12001001514
63,2016,26674,3995.0,"Census Tract 4, Alachua County, FL",14000US12001000400,12001000400
64,2016,25119,3945.0,"Census Tract 3.02, Alachua County, FL",14000US12001000302,12001000302
65,2016,16902,3468.0,"Census Tract 15.15, Alachua County, FL",14000US12001001515,12001001515
66,2016,46429,9270.0,"Census Tract 22.20, Alachua County, FL",14000US12001002220,12001002220
67,2016,18603,3689.0,"Census Tract 15.20, Alachua County, FL",14000US12001001520,12001001520
68,2016,18041,7089.0,"Census Tract 15.16, Alachua County, FL",14000US12001001516,12001001516
69,2016,29367,4922.0,"Census Tract 3.01, Alachua County, FL",14000US12001000301,12001000301
70,2016,58636,13715.000000000002,"Census Tract 1108, Alachua County, FL",14000US12001110800,12001110800
71,2016,21250,4406.0,"Census Tract 15.19, Alachua County, FL",14000US12001001519,12001001519
72,2016,21094,7657.0,"Census Tract 15.17, Alachua County, FL",14000US12001001517,12001001517
73,2016,62769,9677.0,"Census Tract 18.11, Alachua County, FL",14000US12001001811,12001001811
74,2015,30607,7611.0,"Census Tract 7, Alachua County, FL",14000US12001000700,12001000700
75,2015,38607,3275.0,"Census Tract 17.01, Alachua County, FL",14000US12001001701,12001001701
76,2015,37810,5062.0,"Census Tract 22.19, Alachua County, FL",14000US12001002219,12001002219
77,2015,62500,11545.0,"Census Tract 12.02, Alachua County, FL",14000US12001001202,12001001202
78,2015,24122,6143.0,"Census Tract 19.02, Alachua County, FL",14000US12001001902,12001001902
79,2015,19495,2072.0,"Census Tract 9.01, Alachua County, FL",14000US12001000901,12001000901
80,2015,30727,5319.0,"Census Tract 5, Alachua County, FL",14000US12001000500,12001000500
81,2015,28774,8060.0,"Census Tract 16.04, Alachua County, FL",14000US12001001604,12001001604
82,2015,39353,8250.0,"Census Tract 12.03, Alachua County, FL",14000US12001001203,12001001203
83,2015,17778,6837.0,"Census Tract 15.14, Alachua County, FL",14000US12001001514,12001001514
84,2015,25875,10242.0,"Census Tract 22.17, Alachua County, FL",14000US12001002217,12001002217
85,2015,21310,8840.0,"Census Tract 8.06, Alachua County, FL",14000US12001000806,12001000806
86,2015,33000,20875.0,"Census Tract 9.02, Alachua County, FL",14000US12001000902,12001000902
87,2015,35100,7650.000000000001,"Census Tract 14, Alachua County, FL",14000US12001001400,12001001400
88,2015,46250,12050.0,"Census Tract 22.20, Alachua County, FL",14000US12001002220,12001002220
89,2015,65083,11443.0,"Census Tract 1108, Alachua County, FL",14000US12001110800,12001110800
90,2015,44423,25018.0,"Census Tract 16.03, Alachua County, FL",14000US12001001603,12001001603
91,2015,64148,10532.0,"Census Tract 18.11, Alachua County, FL",14000US12001001811,12001001811
92,2015,26738,8588.0,"Census Tract 4, Alachua County, FL",14000US12001000400,12001000400
93,2015,31816,9415.0,"Census Tract 10, Alachua County, FL",14000US12001001000,12001001000
94,2015,24243,4352.0,"Census Tract 6, Alachua County, FL",14000US12001000600,12001000600
95,2015,21194,4475.0,"Census Tract 15.21, Alachua County, FL",14000US12001001521,12001001521
96,2015,33848,6696.0,"Census Tract 8.08, Alachua County, FL",14000US12001000808,12001000808
97,2015,15938,3299.0,"Census Tract 15.15, Alachua County, FL",14000US12001001515,12001001515
98,2015,24638,6324.0,"Census Tract 3.01, Alachua County, FL",14000US12001000301,12001000301
99,2015,78306,11958.0,"Census Tract 17.02, Alachua County, FL",14000US12001001702,12001001702
100,2015,72233,6017.0,"Census Tract 11, Alachua County, FL",14000US12001001100,12001001100
101,2015,23194,6885.000000000001,"Census Tract 15.20, Alachua County, FL",14000US12001001520,12001001520
102,2015,20547,8788.0,"Census Tract 15.16, Alachua County, FL",14000US12001001516,12001001516
103,2015,25775,2487.0,"Census Tract 3.02, Alachua County, FL",14000US12001000302,12001000302
104,2015,80586,5526.0,"Census Tract 22.04, Alachua County, FL",14000US12001002204,12001002204
105,2015,27875,12192.0,"Census Tract 22.18, Alachua County, FL",14000US12001002218,12001002218
106,2015,31410,8823.0,"Census Tract 8.09, Alachua County, FL",14000US12001000809,12001000809
107,2015,16970,8736.0,"Census Tract 15.17, Alachua County, FL",14000US12001001517,12001001517
108,2015,68750,27692.0,"Census Tract 12.01, Alachua County, FL",14000US12001001201,12001001201
109,2015,17238,4075.0,"Census Tract 2, Alachua County, FL",14000US12001000200,12001000200
110,2015,21587,5442.0,"Census Tract 15.19, Alachua County, FL",14000US12001001519,12001001519
111,2014,33056,20748.0,"Census Tract 9.02, Alachua County, FL",14000US12001000902,12001000902
112,2014,17790,4456.0,"Census Tract 15.19, Alachua County, FL",14000US12001001519,12001001519
113,2014,15554,4801.0,"Census Tract 15.17, Alachua County, FL",14000US12001001517,12001001517
114,2014,19782,4808.0,"Census Tract 3.01, Alachua County, FL",14000US12001000301,12001000301
115,2014,68750,14182.0,"Census Tract 1108, Alachua County, FL",14000US12001110800,12001110800
116,2014,25909,10860.0,"Census Tract 15.20, Alachua County, FL",14000US12001001520,12001001520
117,2014,18690,8936.0,"Census Tract 15.16, Alachua County, FL",14000US12001001516,12001001516
118,2014,28618,11839.0,"Census Tract 3.02, Alachua County, FL",14000US12001000302,12001000302
119,2014,16258,3024.0,"Census Tract 15.15, Alachua County, FL",14000US12001001515,12001001515
120,2014,46932,20351.0,"Census Tract 22.20, Alachua County, FL",14000US12001002220,12001002220
121,2014,22475,5865.0,"Census Tract 15.21, Alachua County, FL",14000US12001001521,12001001521
122,2014,36732,5981.0,"Census Tract 4, Alachua County, FL",14000US12001000400,12001000400
123,2014,16094,3232.0,"Census Tract 2, Alachua County, FL",14000US12001000200,12001000200
124,2014,15833,5867.0,"Census Tract 15.14, Alachua County, FL",14000US12001001514,12001001514
125,2014,32540,8612.0,"Census Tract 5, Alachua County, FL",14000US12001000500,12001000500
126,2014,31071,18727.0,"Census Tract 16.03, Alachua County, FL",14000US12001001603,12001001603
127,2014,38601,2978.0,"Census Tract 22.19, Alachua County, FL",14000US12001002219,12001002219
128,2014,33354,5159.0,"Census Tract 14, Alachua County, FL",14000US12001001400,12001001400
129,2014,21604,2488.0,"Census Tract 6, Alachua County, FL",14000US12001000600,12001000600
130,2014,33879,6792.999999999999,"Census Tract 22.18, Alachua County, FL",14000US12001002218,12001002218
131,2014,28245,6317.0,"Census Tract 16.04, Alachua County, FL",14000US12001001604,12001001604
132,2014,41081,9664.0,"Census Tract 12.03, Alachua County, FL",14000US12001001203,12001001203
133,2014,30819,4972.0,"Census Tract 7, Alachua County, FL",14000US12001000700,12001000700
134,2014,56497,8938.0,"Census Tract 12.02, Alachua County, FL",14000US12001001202,12001001202
135,2014,22372,9630.0,"Census Tract 8.06, Alachua County, FL",14000US12001000806,12001000806
136,2014,38096,3126.0,"Census Tract 17.01, Alachua County, FL",14000US12001001701,12001001701
137,2014,23571,11008.0,"Census Tract 22.17, Alachua County, FL",14000US12001002217,12001002217
138,2014,57500,18170.0,"Census Tract 12.01, Alachua County, FL",14000US12001001201,12001001201
139,2014,29665,6283.0,"Census Tract 8.08, Alachua County, FL",14000US12001000808,12001000808
140,2014,73864,8416.0,"Census Tract 22.04, Alachua County, FL",14000US12001002204,12001002204
141,2014,75341,7582.0,"Census Tract 17.02, Alachua County, FL",14000US12001001702,12001001702
142,2014,73922,7185.0,"Census Tract 11, Alachua County, FL",14000US12001001100,12001001100
143,2014,31815,14801.0,"Census Tract 8.09, Alachua County, FL",14000US12001000809,12001000809
144,2014,29191,7423.999999999999,"Census Tract 10, Alachua County, FL",14000US12001001000,12001001000
145,2014,18925,1529.0,"Census Tract 9.01, Alachua County, FL",14000US12001000901,12001000901
146,2014,60291,7178.0,"Census Tract 18.11, Alachua County, FL",14000US12001001811,12001001811
147,2014,27679,6556.0,"Census Tract 19.02, Alachua County, FL",14000US12001001902,12001001902
148,2013,28302,9034.0,"Census Tract 16.04, Alachua County, FL",14000US12001001604,12001001604
149,2013,18378,5177.0,"Census Tract 15.19, Alachua County, FL",14000US12001001519,12001001519
150,2013,30547,4845.0,"Census Tract 19.02, Alachua County, FL",14000US12001001902,12001001902
151,2013,29288,5954.0,"Census Tract 10, Alachua County, FL",14000US12001001000,12001001000
152,2013,60449,10653.0,"Census Tract 18.11, Alachua County, FL",14000US12001001811,12001001811
153,2013,18442,2038.0,"Census Tract 9.01, Alachua County, FL",14000US12001000901,12001000901
154,2013,72700,6485.0,"Census Tract 11, Alachua County, FL",14000US12001001100,12001001100
155,2013,74650,6750.999999999999,"Census Tract 22.04, Alachua County, FL",14000US12001002204,12001002204
156,2013,76167,15485.999999999998,"Census Tract 17.02, Alachua County, FL",14000US12001001702,12001001702
157,2013,35814,5019.0,"Census Tract 8.09, Alachua County, FL",14000US12001000809,12001000809
158,2013,52440,9041.0,"Census Tract 12.01, Alachua County, FL",14000US12001001201,12001001201
159,2013,32051,7749.0,"Census Tract 8.08, Alachua County, FL",14000US12001000808,12001000808
160,2013,21855,5279.0,"Census Tract 22.17, Alachua County, FL",14000US12001002217,12001002217
161,2013,57419,11550.0,"Census Tract 12.02, Alachua County, FL",14000US12001001202,12001001202
162,2013,36433,6640.0,"Census Tract 17.01, Alachua County, FL",14000US12001001701,12001001701
163,2013,21820,9708.0,"Census Tract 8.06, Alachua County, FL",14000US12001000806,12001000806
164,2013,36750,4498.0,"Census Tract 12.03, Alachua County, FL",14000US12001001203,12001001203
165,2013,38906,10665.0,"Census Tract 22.18, Alachua County, FL",14000US12001002218,12001002218
166,2013,21125,9373.0,"Census Tract 9.02, Alachua County, FL",14000US12001000902,12001000902
167,2013,28652,4882.0,"Census Tract 7, Alachua County, FL",14000US12001000700,12001000700
168,2013,34268,7016.0,"Census Tract 14, Alachua County, FL",14000US12001001400,12001001400
169,2013,21888,2609.0,"Census Tract 6, Alachua County, FL",14000US12001000600,12001000600
170,2013,35023,5767.0,"Census Tract 22.19, Alachua County, FL",14000US12001002219,12001002219
171,2013,11841,7856.0,"Census Tract 15.14, Alachua County, FL",14000US12001001514,12001001514
172,2013,43438,15143.0,"Census Tract 16.03, Alachua County, FL",14000US12001001603,12001001603
173,2013,29489,5618.0,"Census Tract 5, Alachua County, FL",14000US12001000500,12001000500
174,2013,17253,5327.0,"Census Tract 15.15, Alachua County, FL",14000US12001001515,12001001515
175,2013,43611,16409.0,"Census Tract 22.20, Alachua County, FL",14000US12001002220,12001002220
176,2013,22688,5990.0,"Census Tract 15.21, Alachua County, FL",14000US12001001521,12001001521
177,2013,36129,6554.0,"Census Tract 4, Alachua County, FL",14000US12001000400,12001000400
178,2013,24290,4736.0,"Census Tract 15.16, Alachua County, FL",14000US12001001516,12001001516
179,2013,32199,9550.0,"Census Tract 3.02, Alachua County, FL",14000US12001000302,12001000302
180,2013,63819,10969.0,"Census Tract 1108, Alachua County, FL",14000US12001110800,12001110800
181,2013,25588,9728.0,"Census Tract 15.20, Alachua County, FL",14000US12001001520,12001001520
182,2013,17538,4079.0,"Census Tract 15.17, Alachua County, FL",14000US12001001517,12001001517
183,2013,21429,6072.0,"Census Tract 3.01, Alachua County, FL",14000US12001000301,12001000301
184,2013,17079,3120.0,"Census Tract 2, Alachua County, FL",14000US12001000200,12001000200
